item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q104224860,disco musician,musician who plays disco music
http://www.wikidata.org/entity/Q105099669,Associate Professor Emeritus,emeritus or emerita is an honorary title for associate professors who want to stay active in scholarship following retirement
http://www.wikidata.org/entity/Q105103729,bolero singer,singer that sings boleros
http://www.wikidata.org/entity/Q104236711,modern poetry scholar,scholar who studies modern poetry and poetics
http://www.wikidata.org/entity/Q105175076,bossa nova musician,musician who plays bossa nova
http://www.wikidata.org/entity/Q104080200,extremist,"a person who holds extreme or fanatical political or religious views, especially one who resorts to or advocates extreme action"
http://www.wikidata.org/entity/Q104415906,vertebrate paleontologist,paleontologist who studies fossil vertebrates
http://www.wikidata.org/entity/Q105375326,fashion journalist,journalist specializing in fashion
http://www.wikidata.org/entity/Q105252151,protein chemist,"biochemist who specializes in the structure, function, and interactions of proteins"
http://www.wikidata.org/entity/Q104215583,ASMR artist,person who creates content deliberately designed to invoke ASMR in others
http://www.wikidata.org/entity/Q104541811,regionalist,"activist / historian dealing with regional history, culture and identity"
http://www.wikidata.org/entity/Q104224740,dansband singer,singer who sings in a dansband
http://www.wikidata.org/entity/Q105467299,physics student,student who studies physics
http://www.wikidata.org/entity/Q105492415,chemistry student,student who studies chemistry
http://www.wikidata.org/entity/Q104764829,cannibal,someone who eats their own species
http://www.wikidata.org/entity/Q104390676,sugarcane planter,type of planter
http://www.wikidata.org/entity/Q103910331,reverse engineer,act of reverse engineering something
http://www.wikidata.org/entity/Q103936916,drum teacher,person who teaches drums and drumming
http://www.wikidata.org/entity/Q103958625,brass teacher,person who teaches brass instruments
http://www.wikidata.org/entity/Q104541864,urban activist,activist for sustainable urban development
http://www.wikidata.org/entity/Q104824316,creative writing teacher,teacher of creative writing
http://www.wikidata.org/entity/Q102369736,Q102369736,
http://www.wikidata.org/entity/Q102394910,Q102394910,
http://www.wikidata.org/entity/Q104376658,Q104376658,
http://www.wikidata.org/entity/Q104548415,Q104548415,
http://www.wikidata.org/entity/Q104603100,Q104603100,
http://www.wikidata.org/entity/Q104658773,Q104658773,
http://www.wikidata.org/entity/Q104704532,Q104704532,
http://www.wikidata.org/entity/Q104708160,Q104708160,
http://www.wikidata.org/entity/Q104816290,Q104816290,
http://www.wikidata.org/entity/Q104848627,Q104848627,
http://www.wikidata.org/entity/Q105094372,Q105094372,
http://www.wikidata.org/entity/Q105094410,Q105094410,
http://www.wikidata.org/entity/Q105099866,Q105099866,
http://www.wikidata.org/entity/Q105312960,Q105312960,
http://www.wikidata.org/entity/Q105321263,Q105321263,
http://www.wikidata.org/entity/Q105321892,Q105321892,
http://www.wikidata.org/entity/Q105453525,Q105453525,
http://www.wikidata.org/entity/Q105476209,Q105476209,
http://www.wikidata.org/entity/Q105477180,Q105477180,
http://www.wikidata.org/entity/Q105552841,Q105552841,
http://www.wikidata.org/entity/Q104212657,sigillographer,scholar of seals
http://www.wikidata.org/entity/Q105413601,chamber music coach,person who helps chamber music groups prepare for a performance
http://www.wikidata.org/entity/Q105105508,Social Media Expert,Expert of social media accounts
http://www.wikidata.org/entity/Q105201291,business coach,
http://www.wikidata.org/entity/Q104901942,Q104901942,highest executive for a museum
http://www.wikidata.org/entity/Q104159951,pharmacoeconomist,
http://www.wikidata.org/entity/Q103959138,trombone teacher,person who teaches the trombone
http://www.wikidata.org/entity/Q104224753,dansband musician,musician who plays in a dansband
http://www.wikidata.org/entity/Q104849353,throat singer,type of overtone singer
http://www.wikidata.org/entity/Q104218554,rock singer,singer who sings rock songs
http://www.wikidata.org/entity/Q105413272,clarinet teacher,person who teaches the clarinet
http://www.wikidata.org/entity/Q103295379,rural sociologist,practitioner of rural sociology
http://www.wikidata.org/entity/Q104178852,amateur filmmaker,
http://www.wikidata.org/entity/Q104224827,disco singer,singer who sings disco songs
http://www.wikidata.org/entity/Q104245372,warrant officer bandmaster,person in charge of music-making in a military band
http://www.wikidata.org/entity/Q104536729,employment agent,agent that helps people find jobs
http://www.wikidata.org/entity/Q105175276,bossa nova singer,singer who sings bossa nova songs
http://www.wikidata.org/entity/Q104472852,graduate advisor,person who guides graduate students through the process of getting a graduate degree
http://www.wikidata.org/entity/Q104730830,historian of the Weimar Republic,historian specializing in history of the Weimar Republic
http://www.wikidata.org/entity/Q104551794,mouser,animal that catches mice
http://www.wikidata.org/entity/Q103813404,Percebeiro,person who catchs barnacles
http://www.wikidata.org/entity/Q105440662,rockabilly musician,musician who plays rockabilly
http://www.wikidata.org/entity/Q106097412,sitter,subject of a portrait
http://www.wikidata.org/entity/Q105635772,recusant,person who refused to attend mandated Anglican services in the period following the English Reformation
http://www.wikidata.org/entity/Q106512920,road roller operator,occupation
http://www.wikidata.org/entity/Q106232017,fossil preparator,person who prepares fossils for exhibition or research
http://www.wikidata.org/entity/Q105755601,chamber musician,classical musician playing chamber music; member of a chamber music ensemble
http://www.wikidata.org/entity/Q106602398,"producers, directors, choreographers and related occupations",occupation classification in Canada
http://www.wikidata.org/entity/Q106604812,plant evolutionary biologist,botanical profession
http://www.wikidata.org/entity/Q106638895,mbira player,musician who plays the mbira
http://www.wikidata.org/entity/Q106645013,organisational theorist,occupation
http://www.wikidata.org/entity/Q105898711,vertebrate zoologist,zoologist who studies vertebrates
http://www.wikidata.org/entity/Q106412808,business journalist,journalist who writes or reports on business and finance topics
http://www.wikidata.org/entity/Q106574451,basketball historian,sports historian
http://www.wikidata.org/entity/Q106917159,graduate teaching assistant,postgraduate research students who support academic and faculty staff members with their teaching responsibility
http://www.wikidata.org/entity/Q106920363,sunday school teacher,lay person who teaches Christian dogma to children
http://www.wikidata.org/entity/Q106595070,American Indian law scholar,scholar of American Indian law
http://www.wikidata.org/entity/Q106614860,renal physician,
http://www.wikidata.org/entity/Q107023681,associate lawyer,
http://www.wikidata.org/entity/Q105652933,pedal steel guitar player,musician who plays pedal steel guitar
http://www.wikidata.org/entity/Q106580694,polka musician,musician who plays polka music
http://www.wikidata.org/entity/Q105652947,soul musician,musician who plays soul music
http://www.wikidata.org/entity/Q106758751,voting rights activist,advocate for voting rights for all citizens
http://www.wikidata.org/entity/Q106486473,workshop organizer,person that hosts a workshop at a conference
http://www.wikidata.org/entity/Q105899379,aquatic biologist,biologist who studies aquatic organisms
http://www.wikidata.org/entity/Q107016024,scientonomist,person who studies science as an object of research itself
http://www.wikidata.org/entity/Q107053476,mapseller,occupation; person who sells maps and atlases
http://www.wikidata.org/entity/Q107013296,fashion icon,influential people who introduce new styles
http://www.wikidata.org/entity/Q106317323,Icelandic teacher,person who teaches the Icelandic language
http://www.wikidata.org/entity/Q107012210,BookTuber,person that produces book-focused videos on YouTube
http://www.wikidata.org/entity/Q107093029,customer service worker,employee who does customer service
http://www.wikidata.org/entity/Q106542075,Moroccan DJ,Moroccan Disck Jockey
http://www.wikidata.org/entity/Q106580713,small farmers,
http://www.wikidata.org/entity/Q105756071,hotel owner,type of occupation
http://www.wikidata.org/entity/Q105696682,masters swimmer,adult swimmer 25 years and older
http://www.wikidata.org/entity/Q106640477,skeptic,supporters of skepticism
http://www.wikidata.org/entity/Q106512734,cymbal player,musician who plays cymbals
http://www.wikidata.org/entity/Q106624976,provincial director,"occupation, leader of provincial association (regional council)"
http://www.wikidata.org/entity/Q106663866,journalism teacher,teacher of journalism at any level
http://www.wikidata.org/entity/Q106676467,child rapist,adult or older adolescent who have forced a child to engage in sexual intercourse
http://www.wikidata.org/entity/Q106317318,Finnish teacher,person who teaches the Finnish language
http://www.wikidata.org/entity/Q106949008,stucco artist,artist who works with stucco
http://www.wikidata.org/entity/Q106217307,traffic clerk,occupation
http://www.wikidata.org/entity/Q106089446,mirror maker,maker of mirrors
http://www.wikidata.org/entity/Q106807311,opera coach,teacher (often a pianist) who helps opera singers shape their performance
http://www.wikidata.org/entity/Q106807747,kapa haka leader,leader of a kapa haka group
http://www.wikidata.org/entity/Q106807887,snocross racer,participant in the sport of snocross
http://www.wikidata.org/entity/Q106035631,graduate student assistant,student employed in an academic department
http://www.wikidata.org/entity/Q106837026,drag queer,"performance artists, who dress and behave in androgynous or gender-neutral ways for performance"
http://www.wikidata.org/entity/Q106900783,Librarian Emeritus,honorary title for academic librarians following retirement
http://www.wikidata.org/entity/Q106211908,morin khuur player,musician who plays the morin khuur
http://www.wikidata.org/entity/Q106317293,Norwegian teacher,person who teaches the Norwegian language
http://www.wikidata.org/entity/Q105925918,eyeglass maker,profession
http://www.wikidata.org/entity/Q106291960,drug developer,a person or an entity that engages in drug development
http://www.wikidata.org/entity/Q106230599,clinical pharmacologist,medical occupation
http://www.wikidata.org/entity/Q106399618,nationalist,person advocating national independence or a strong national government
http://www.wikidata.org/entity/Q106610718,stadium organist,musicians who play the organ during live sporting events
http://www.wikidata.org/entity/Q106509877,preschool student,student or child under 5 years of age
http://www.wikidata.org/entity/Q106419972,animation critic,"journalist, who is dealing with animation"
http://www.wikidata.org/entity/Q106486045,session chair,the person that hosts a session (i.e. a panel or a round table) on an event
http://www.wikidata.org/entity/Q106595127,social media specialist,"communicates with the public via social platforms like Facebook, Twitter, Instagram, etc."
http://www.wikidata.org/entity/Q106632691,newspaper librarianship,field within librarianship
http://www.wikidata.org/entity/Q106252738,public relations consultant,occupation
http://www.wikidata.org/entity/Q106671598,gag cartoonist,person who makes any form of drawings for comic effect
http://www.wikidata.org/entity/Q105842399,annotator,one who adds explanatory or informational notes to a text
http://www.wikidata.org/entity/Q106786801,basset hornist,musician who plays the basset horn
http://www.wikidata.org/entity/Q106857893,freerunner,person who performs free running
http://www.wikidata.org/entity/Q106268090,research software engineer,Research Software Engineer for research software
http://www.wikidata.org/entity/Q106961895,swimming instructor,person who teaches other people to swim
http://www.wikidata.org/entity/Q105670486,Q105670486,
http://www.wikidata.org/entity/Q105824633,Q105824633,
http://www.wikidata.org/entity/Q106121595,Q106121595,
http://www.wikidata.org/entity/Q106128975,Q106128975,
http://www.wikidata.org/entity/Q106515409,Q106515409,
http://www.wikidata.org/entity/Q106580698,Q106580698,
http://www.wikidata.org/entity/Q106580697,Q106580697,
http://www.wikidata.org/entity/Q106580700,Q106580700,
http://www.wikidata.org/entity/Q106580701,Q106580701,
http://www.wikidata.org/entity/Q106580707,Q106580707,
http://www.wikidata.org/entity/Q106580704,Q106580704,
http://www.wikidata.org/entity/Q106580705,Q106580705,
http://www.wikidata.org/entity/Q106580710,Q106580710,
http://www.wikidata.org/entity/Q106580708,Q106580708,
http://www.wikidata.org/entity/Q106580709,Q106580709,
http://www.wikidata.org/entity/Q106580714,Q106580714,
http://www.wikidata.org/entity/Q106580712,Q106580712,
http://www.wikidata.org/entity/Q106580719,Q106580719,
http://www.wikidata.org/entity/Q106580721,Q106580721,
http://www.wikidata.org/entity/Q106827640,Q106827640,
http://www.wikidata.org/entity/Q107028393,Q107028393,
http://www.wikidata.org/entity/Q105652965,schlager musician,musician who plays schlager music
http://www.wikidata.org/entity/Q106208042,internet artist,artist who uses the Internet as a medium
http://www.wikidata.org/entity/Q106567609,houseparent,person employed in a residence for young people to look after them
http://www.wikidata.org/entity/Q105754940,symphonist,composer of symphonies; classical composer working with symphonic music
http://www.wikidata.org/entity/Q106625143,chorist,member of a chorus or choir
http://www.wikidata.org/entity/Q106677696,serial child rapist,adult or older adolescent who have forced more than one child to engage in sexual intercourse over a period of time
http://www.wikidata.org/entity/Q106093445,caulker,person who drives oakum into the seams between planking in deck or hull of wooden ships to make them watertight
http://www.wikidata.org/entity/Q107045047,costume supervisor,occupation
http://www.wikidata.org/entity/Q107025380,salvor,occupation of person who salvages items at sea
http://www.wikidata.org/entity/Q105812697,costume researcher,
http://www.wikidata.org/entity/Q106070384,gouachist,
http://www.wikidata.org/entity/Q106622980,Soviet kobzars,
http://www.wikidata.org/entity/Q108100323,marine artist,artist specializing in seascapes and ship images
http://www.wikidata.org/entity/Q108161452,psychology teacher,teacher of psychology at any level
http://www.wikidata.org/entity/Q108256086,faience painter,"artist who paints on faience, which is tin-glazed European earthenware"
http://www.wikidata.org/entity/Q108276191,informaticist,profession; a person practicing the science of informatics
http://www.wikidata.org/entity/Q107301617,stencil artist,graphic artist who makes stencil art
http://www.wikidata.org/entity/Q107883088,winter swimmer,
http://www.wikidata.org/entity/Q108309647,sewing machine slave,
http://www.wikidata.org/entity/Q107288106,geographic information scientist,profession
http://www.wikidata.org/entity/Q107143364,collaborator,someone who works with another person or group to create a piece of work
http://www.wikidata.org/entity/Q107590560,cor anglais player,musician who plays the cor anglais (English horn)
http://www.wikidata.org/entity/Q107443270,Director General of the Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q107443889,Examiner of Post Office Accounts of Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q108291000,shipping clerk,occupation
http://www.wikidata.org/entity/Q108124869,fencing coach,
http://www.wikidata.org/entity/Q108290812,meter readers and vending-machine collectors,
http://www.wikidata.org/entity/Q108040624,celebrant,performer who celebrates a rite or special occasion and is explicitly required in the performance of a musical work
http://www.wikidata.org/entity/Q107532091,swimsuit model,
http://www.wikidata.org/entity/Q108132002,weightlifting coach,
http://www.wikidata.org/entity/Q107125584,proverbist,"occupation of someone who researches or recites idioms, proverbs, attributed quotations, and so on"
http://www.wikidata.org/entity/Q108070770,hearing scientist,profession
http://www.wikidata.org/entity/Q107334723,vaccinator,medical care occupation
http://www.wikidata.org/entity/Q107288518,Renju player,"person who plays Renju, professional or amateur"
http://www.wikidata.org/entity/Q107267362,behavioral ecologist,profession
http://www.wikidata.org/entity/Q107212688,exlibrist,
http://www.wikidata.org/entity/Q107973738,Colonial proprietor,
http://www.wikidata.org/entity/Q108290301,aquaculture and fisheries production managers,
http://www.wikidata.org/entity/Q107467726,gamelan conductor,person who conducts a gamelan ensemble
http://www.wikidata.org/entity/Q108060339,political secretary,person in charge for political affairs of a leader
http://www.wikidata.org/entity/Q107974744,evaluation manager,occupation
http://www.wikidata.org/entity/Q107363752,agricultural equipment operator,person who operates agricultural equipment
http://www.wikidata.org/entity/Q107443307,Deputy Director General of the Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q107443351,Assistant to Director General of the Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q107565466,school shooter,individual who injure or kill people in an educational institution through the use of firearms
http://www.wikidata.org/entity/Q108290311,education manager,
http://www.wikidata.org/entity/Q107161894,trikitilari,musician playing the trikiti (Basque button accordion)
http://www.wikidata.org/entity/Q107237082,white supremacist,person holding white supremacist views
http://www.wikidata.org/entity/Q107560891,religious artist,artist who depicts religious subjects
http://www.wikidata.org/entity/Q107568781,snowmobile racer,person competing in snowmobile racing
http://www.wikidata.org/entity/Q108300140,occupation group according to ISCO-08,group of occupations in the ISCO 08 classification of the International Labour Organisation
http://www.wikidata.org/entity/Q107986049,escape artist,practitioner of escapology
http://www.wikidata.org/entity/Q107561129,cornhole player,player of the game of cornhole
http://www.wikidata.org/entity/Q108134083,furniture merchant,wholesale seller of furniture
http://www.wikidata.org/entity/Q107668445,Maibi,priestess in Sanamahism
http://www.wikidata.org/entity/Q107747791,speed climber,type of sport climber
http://www.wikidata.org/entity/Q107443612,Secretary to the Director General of the Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q107443858,Deputy Postmaster General of the Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q107182183,Title IX Coordinator,education administration position
http://www.wikidata.org/entity/Q107145544,sexuality and gender-related activist,person working on emancipation around topics of gender and sexuality (for example LGBTIQ+ activist)
http://www.wikidata.org/entity/Q108165883,astronomy teacher,teacher of astronomy at any level
http://www.wikidata.org/entity/Q107209275,synchronized skating coach,coach of synchronized skating
http://www.wikidata.org/entity/Q107235593,environmental journalist,journalist who writes about environmental issues
http://www.wikidata.org/entity/Q107400702,licensing and compliance manager,position
http://www.wikidata.org/entity/Q107493904,berry picker,person harvesting berries
http://www.wikidata.org/entity/Q107690317,sport climber,athlete who competes in sport climbing
http://www.wikidata.org/entity/Q108151086,digital journalist,someone who works in the field of digital journalism
http://www.wikidata.org/entity/Q107553291,gun control activist,person who advocates for gun control
http://www.wikidata.org/entity/Q108276185,biomedical informaticist,profession within informatics
http://www.wikidata.org/entity/Q107721139,architectural conservationist,advocate for or or expert in the preservation of built objects and architectural heritage
http://www.wikidata.org/entity/Q107267423,marine mammalogist,profession
http://www.wikidata.org/entity/Q107616948,plant cell biologist,cell biologist who studies plant cells
http://www.wikidata.org/entity/Q107636670,modder,person who create modifications for an already existing video game
http://www.wikidata.org/entity/Q107888647,piccolo player,musician that plays the piccolo
http://www.wikidata.org/entity/Q107407458,Q107407458,
http://www.wikidata.org/entity/Q107920883,Q107920883,
http://www.wikidata.org/entity/Q107921181,Q107921181,
http://www.wikidata.org/entity/Q107969841,Q107969841,
http://www.wikidata.org/entity/Q108146364,Q108146364,
http://www.wikidata.org/entity/Q108284514,Q108284514,
http://www.wikidata.org/entity/Q107983063,women's studies scholar,profession
http://www.wikidata.org/entity/Q108289371,professional services manager,type of employment according to ISCO
http://www.wikidata.org/entity/Q108160702,auditory-verbal therapist,profession within deaf education
http://www.wikidata.org/entity/Q107199096,burlesque performer,performer of burlesque
http://www.wikidata.org/entity/Q107199914,local government officer,civil servant employed by a local government
http://www.wikidata.org/entity/Q108187319,Dōga painter,painter of Japanese paintings oriented at children
http://www.wikidata.org/entity/Q108191512,yuzen artist,textile artist specializing in yuzen
http://www.wikidata.org/entity/Q108288034,maritime historian,"someone who works in, or knows about, maritime history"
http://www.wikidata.org/entity/Q107258506,summer camper,participants in a summer camp
http://www.wikidata.org/entity/Q107573818,icon designer,occupation
http://www.wikidata.org/entity/Q107194722,nanoscientist,"scientist who studies and seeks to exploit the properties of substances on the nanoscale to create new types of materials and make advances in areas including biology, chemistry, materials science and physics"
http://www.wikidata.org/entity/Q107395629,industrial pharmacy,
http://www.wikidata.org/entity/Q108001849,amateur composer,
http://www.wikidata.org/entity/Q108134224,cafeteria assistant,
http://www.wikidata.org/entity/Q107443684,"Superintendent, Office of Director General of the Post Office of India",occupation in the British administration of India
http://www.wikidata.org/entity/Q107555169,meat plant worker,employee of a meat plant
http://www.wikidata.org/entity/Q107636313,master printmaker,Fine arts profession
http://www.wikidata.org/entity/Q107636687,mapper,person who creates custom maps or levels for video games
http://www.wikidata.org/entity/Q107589769,Director of Sales,head of a company's sales department
http://www.wikidata.org/entity/Q107573782,logo designer,
http://www.wikidata.org/entity/Q107364758,bully,someone who uses force or coercion to abuse or intimidate others
http://www.wikidata.org/entity/Q108181013,cycling coach,
http://www.wikidata.org/entity/Q107290369,thermophysicist,type of physicist
http://www.wikidata.org/entity/Q107966961,heritage language teacher,a teacher of a heritage language
http://www.wikidata.org/entity/Q108116154,kettlebell lifter,
http://www.wikidata.org/entity/Q108289026,production and specialized services managers,
http://www.wikidata.org/entity/Q108289684,heavy truck and bus drivers,
http://www.wikidata.org/entity/Q108289399,"sales, marketing and public relations professionals",
http://www.wikidata.org/entity/Q108289393,university and higher education teachers,
http://www.wikidata.org/entity/Q108290360,training and staff development professionals,
http://www.wikidata.org/entity/Q107443555,Comptroller of Post Office of India,occupation in the British administration of India
http://www.wikidata.org/entity/Q108065006,pressman,profession; person who operates a printing press
http://www.wikidata.org/entity/Q108877388,hacktivist,hacker and Internet-activist
http://www.wikidata.org/entity/Q109354466,pediatric geneticist,a doctor with special training in pediatrics and genetics
http://www.wikidata.org/entity/Q108453314,human ecologist,type of ecologist
http://www.wikidata.org/entity/Q108464852,embroidery designer,occupation; designer of embroideries or embroidery patterns
http://www.wikidata.org/entity/Q109382672,shooter,someone who discharges a firearm or any other projectile-based weapon  regardless of legality
http://www.wikidata.org/entity/Q108482759,handmaid,office of the People of Praise movement
http://www.wikidata.org/entity/Q108557864,costume producer,producer of costumes
http://www.wikidata.org/entity/Q109564989,independent researcher,researcher independent of an institutional affiliation
http://www.wikidata.org/entity/Q109555060,Agent,"Professional responsible for administrative routines, personal and telephone service, document dispatch and reception."
http://www.wikidata.org/entity/Q108665597,adult nurse practitioner,a nurse practitioner specializing in adult (internal) medicine
http://www.wikidata.org/entity/Q108396200,railway official,railway occupation
http://www.wikidata.org/entity/Q108404711,mezzo-soprano,musical profession; type of singer
http://www.wikidata.org/entity/Q109292464,tramper,person who engages in the hobby of tramping
http://www.wikidata.org/entity/Q108459114,second hand clothes merchant,occupation
http://www.wikidata.org/entity/Q108486512,Paralympic shooter,Person who is active in paralympic shooting
http://www.wikidata.org/entity/Q109648129,shooter,"person shooting a firearm (in a crime, defense, or hunting, or sport)"
http://www.wikidata.org/entity/Q109120330,Dravidologist,person who studies Dravidology
http://www.wikidata.org/entity/Q108369433,stream ecologist,profession; a person studying stream ecology
http://www.wikidata.org/entity/Q109380173,semantic architect,occupation
http://www.wikidata.org/entity/Q109357238,Pornhuber,sex worker occupation
http://www.wikidata.org/entity/Q108945089,penitent,
http://www.wikidata.org/entity/Q108605557,Mexican American politicians,politicians of Mexican American heritage
http://www.wikidata.org/entity/Q108806370,all-terrain vehicle rider,
http://www.wikidata.org/entity/Q108561935,amateur astronaut,Untrained participant in a spaceflight.
http://www.wikidata.org/entity/Q109319035,perfezionando,
http://www.wikidata.org/entity/Q109450215,bully vlogger,type of vlogger that harasses people
http://www.wikidata.org/entity/Q108404883,wallpaper painter,artist specialized in painting or stamping designs or scenes on wallpaper
http://www.wikidata.org/entity/Q108840114,personal historian,
http://www.wikidata.org/entity/Q108802269,Director General of Prison Services,oficina pública
http://www.wikidata.org/entity/Q109454882,Bonded Goods Caretaker,
http://www.wikidata.org/entity/Q109522989,serials cataloger,profession
http://www.wikidata.org/entity/Q108818575,architecture teacher,teacher of architecture at any level
http://www.wikidata.org/entity/Q109366583,fashion consultant,occupation
http://www.wikidata.org/entity/Q108852069,Chicana artists,female artists of Mexican American descent
http://www.wikidata.org/entity/Q108866986,misinformation creator,person who creates misinformation
http://www.wikidata.org/entity/Q108871075,monographer,writer of a monograph
http://www.wikidata.org/entity/Q109525044,Chief Executive Officer of Origin Inc.,Profession
http://www.wikidata.org/entity/Q108897110,holographer,person who creates holographs
http://www.wikidata.org/entity/Q108333755,music publicist,someone who handles media and public relations on behalf of a music group or a musician
http://www.wikidata.org/entity/Q108915747,Technical Services Coordinator,Oversees the process of technical services
http://www.wikidata.org/entity/Q109459317,content creator,occupation involving creating online media content for a profession
http://www.wikidata.org/entity/Q109442873,horse rider,person who rides horses
http://www.wikidata.org/entity/Q109094544,syntactician,person who studies syntax of languages
http://www.wikidata.org/entity/Q109094822,railway signal engineer,engineer specializing in railway signals and signalling
http://www.wikidata.org/entity/Q109096223,comparative anatomist,person who studies comparative anatomy
http://www.wikidata.org/entity/Q109096773,relativity theorist,scientist who studies the field of relativity
http://www.wikidata.org/entity/Q108353503,doctoral student,"student in a doctoral degree program of any kind (e.g., Ph.D., DBA, D.M.A., D.Arch., DFA, Ed.D., D.P.S., D.Sc.V.M., DrPH, Th.D., etc.)"
http://www.wikidata.org/entity/Q109382721,killer,someone who causes the death of another person regardless of legality
http://www.wikidata.org/entity/Q109120252,free speech activist,person who campaigns for freedom of speech
http://www.wikidata.org/entity/Q109120482,aviculturist,practitioner of aviculture
http://www.wikidata.org/entity/Q109120509,zoological collector,collector of animals
http://www.wikidata.org/entity/Q109181161,amateur mathematician,"person whose primary vocation does not involve mathematics (or any similar discipline), yet have made notable contributions to the field"
http://www.wikidata.org/entity/Q109093961,hymenopterist,"person who studies Hymenoptera (bees, wasps and ants)"
http://www.wikidata.org/entity/Q109247444,DIYer,someone involved in the DIY movement
http://www.wikidata.org/entity/Q108596703,urushi artist,artist involved with urushi arts
http://www.wikidata.org/entity/Q108654906,galvanoplast,person who work in electrotyping
http://www.wikidata.org/entity/Q108873734,Q108873734,private sector employee
http://www.wikidata.org/entity/Q108353052,ice polo player,sportsperson playing ice polo
http://www.wikidata.org/entity/Q108449802,child murderer,perpetrator of a murder against a child
http://www.wikidata.org/entity/Q108762424,penman,"person with writing skills, such as a journalist or columnist"
http://www.wikidata.org/entity/Q108614246,invertebrate zoologist,zoologist who studies invertebrates
http://www.wikidata.org/entity/Q108680848,Technical Search Engine Optimization Specialist,Specialist of Technical Search Engine Optimization
http://www.wikidata.org/entity/Q108723921,gas station employee,occupation
http://www.wikidata.org/entity/Q108324394,Q108324394,
http://www.wikidata.org/entity/Q108419049,Q108419049,
http://www.wikidata.org/entity/Q108422955,Q108422955,
http://www.wikidata.org/entity/Q108433138,Q108433138,
http://www.wikidata.org/entity/Q108439375,Q108439375,
http://www.wikidata.org/entity/Q108594676,Q108594676,
http://www.wikidata.org/entity/Q108656933,Q108656933,
http://www.wikidata.org/entity/Q108750588,Q108750588,
http://www.wikidata.org/entity/Q108839675,Q108839675,
http://www.wikidata.org/entity/Q108873962,Q108873962,
http://www.wikidata.org/entity/Q108873972,Q108873972,
http://www.wikidata.org/entity/Q108873977,Q108873977,
http://www.wikidata.org/entity/Q108873983,Q108873983,
http://www.wikidata.org/entity/Q108873984,Q108873984,
http://www.wikidata.org/entity/Q108873989,Q108873989,
http://www.wikidata.org/entity/Q108873992,Q108873992,
http://www.wikidata.org/entity/Q108908743,Q108908743,
http://www.wikidata.org/entity/Q108912558,Q108912558,
http://www.wikidata.org/entity/Q108934741,Q108934741,
http://www.wikidata.org/entity/Q109124058,Q109124058,
http://www.wikidata.org/entity/Q109289357,Q109289357,
http://www.wikidata.org/entity/Q109307643,Q109307643,
http://www.wikidata.org/entity/Q109357738,Q109357738,
http://www.wikidata.org/entity/Q109553640,Q109553640,
http://www.wikidata.org/entity/Q109615920,Q109615920,
http://www.wikidata.org/entity/Q109631767,Q109631767,
http://www.wikidata.org/entity/Q109664240,Q109664240,
http://www.wikidata.org/entity/Q108733981,spice trader,
http://www.wikidata.org/entity/Q108369443,aquatic ecologist,profession; a person studying aquatic ecology
http://www.wikidata.org/entity/Q109016728,alleutier,"in the Middle Ages, free landowner, owing no seigniorial dues"
http://www.wikidata.org/entity/Q108550275,USMLE Step 2 Tutor,a teacher who teaches a single student or a very small group of students for USMLE Step 2 Exam
http://www.wikidata.org/entity/Q108550272,USMLE Step 1 Tutor,a teacher who teaches a single student or a very small group of students for USMLE Step 1 Exam
http://www.wikidata.org/entity/Q108666071,discoverer of comets,
http://www.wikidata.org/entity/Q108647208,metal carver,artist who specializes in metal carving
http://www.wikidata.org/entity/Q108877193,National Librarian,Occupation
http://www.wikidata.org/entity/Q108326249,heavy truck and lorry drivers,
http://www.wikidata.org/entity/Q108741972,weapon historian,
http://www.wikidata.org/entity/Q109968459,warehouse order picker,"person who prepares orders manually, picking up orders and bringng them to the delivery platform or allowing customers to pick them up"
http://www.wikidata.org/entity/Q109968469,rail intermodal equipment operator,person who assists in the loading of trailers and containers on and off railcars and chassis
http://www.wikidata.org/entity/Q109968795,clothing finisher,"person who sets haberdasheries - bottoms, zips, and ribbons - and cut threads"
http://www.wikidata.org/entity/Q109968986,hand packer,"person who collects, packs and labels goods and materials by hand"
http://www.wikidata.org/entity/Q109969085,factory hand,person who assists machine operators and product assemblers
http://www.wikidata.org/entity/Q109969369,waterway construction labourer,"person who maintains canals, dams and other waterway structures such as coastal or inland water plants"
http://www.wikidata.org/entity/Q109969404,road sign installer,person who takes road signs to the specified location and erect them
http://www.wikidata.org/entity/Q109983376,road marker,"person who applies markings to roads to increase safety, indicate traffic regulations, and help road users find the way"
http://www.wikidata.org/entity/Q109972769,peridromophilist,collector of transport tickets
http://www.wikidata.org/entity/Q109982660,rail layer,person constructing railway tracks on prepared sites
http://www.wikidata.org/entity/Q109983928,mining assistant,person who performs routine duties in mining and quarrying operations
http://www.wikidata.org/entity/Q109983941,water-based aquaculture worker,person who carries out manual activities in the ongrowing processes of cultured aquatic organisms in water-based suspended systems
